GenConBlf,VacConBlf,InfoPros_Analytic,InfoPros_Experiential,Aff_MMR,Aff_Cov,RskMsl,RskCov,RskMmrVac,RskCovVac,BnfMmrVac,BnfCovVac,VacIntMMR,VacIntCOV_Child,VacIntCOV_Self,HstMMR_inconfidence,HstMMR_risk,HstCov_risk,HstCov_inconfidence,AttdMMRVac,AttdMeasles,AttdCovVac,AttdCov19,SbjNrmMMR,BhvCtrlMMR,SbjNrmCov,BhvCtrlCov,Condition,Fact_others,Narrative_others,Hybrid_others,CaseNum,Progress,Duration__in_seconds_,Gender,Gender_5_TEXT,Ethnicity,Race,Race_7_TEXT,Religion,Religion_8_TEXT,PolIdeo,SlfPolIdeo,SlfPolIdeo_4_TEXT,age,marital,ChildNum,ChildNum_6_TEXT,ChildGen,ChildGen_1_TEXT,ChildGen_2_TEXT,ChildGen_3_TEXT,Income,Edu,Employ,States,Random_ID
3.6,3.714285714,5.2,2.4,3,2,4,4,2,4,3,2,4,3,3,2,3.5,3.5,2.714285714,2.666666667,4.2,3.5,4.2,5,4,4.5,5,Fact,1,0,0,250,100,940,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,4, , , , , ,"$30,000 - $39,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),Pennsylvania,97756
4.066666667,4.285714286,6.2,5.4,4,2,2,4,4,4,4,4,2,2,2.5,3.857142857,2,3.5,3.714285714,3.333333333,3.4,2.5,3,3,3.5,4.5,3.5,Hybrid,0,0,1,249,100,940,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Liberal,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"$60,000 - $69,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Indiana,40459
3.466666667,3.571428571,3.6,3.8,4,5,4,4,4,3,4,3,3.5,2.5,3.5,2.857142857,4,4,2,3,3.2,3.166666667,3.4,3,3.5,2.5,3,Control,0,0,0,252,100,946,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,2, ,Female, ,1, ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Maryland,45056
3.666666667,4.571428571,5.4,3.4,4,4,2,3,2,3,4,4,4.5,3.5,4.5,1.714285714,4,3.5,1.285714286,3.5,3.8,3.666666667,4.6,4,4,4,4.5,Fact,1,0,0,253,100,949,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,1, ,Female, ,1, ,"$60,000 - $69,999","Some college, no degree",Employed full time (40 or more hours per week),California,76395
4,4.142857143,5.2,3.6,3,2,3,3,3,4,3,2,4,2,1,2.142857143,3.5,4,3.142857143,3.333333333,3.6,2.5,3.6,3.5,4.5,3,4,Narrative,0,1,0,254,100,951,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,3, , , , , ,"$60,000 - $69,999","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),New Jersey,70672
4.533333333,4.857142857,7,1.6,2,1,3,4,3,4,3,1,3,1,1,2,4,5,2.428571429,2.833333333,3.8,2,4.4,4.5,4.5,4,3.5,Narrative,0,1,0,255,99,952,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Married,2, ,Female, , , ,"$30,000 - $39,999",High school degree or equivalent (e.g. GED),Employed part time (up to 30 hours per week),Arkansas,1272
3.4,3.714285714,5.8,2.8,2,3,3,2,3,1,2,3,2.5,4,4,3.857142857,3,2.5,2.142857143,2.833333333,2.8,4,3.2,2,3.5,4,4,Narrative,0,1,0,256,100,953,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Atheist, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"$30,000 - $39,999","Some college, no degree",Employed full time (40 or more hours per week),Pennsylvania,18170
4.133333333,3.571428571,5.4,2.2,4,2,3,3,1,3,4,2,4,1,1.5,1.857142857,2.5,3.5,2.857142857,4.166666667,4,3,3.4,4.5,5,2,4,Control,0,0,0,257,100,956,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,1, , , , , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,54244
3.533333333,3.142857143,6,2.6,4,4,2,3,2,3,5,4,4,2,4,1.285714286,2.5,3.5,2.571428571,4,4.6,3.5,4.8,4,4.5,4,3.5,Hybrid,0,0,1,258,100,965,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Islam, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,2, ,Male,2, , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),New York,69130
4.066666667,3.285714286,6.6,1.6,4,1,4,3,3,4,5,2,4.5,1,1,1.857142857,3,4.5,3.428571429,3.666666667,4.2,2.5,3.4,3,4,1,3,Narrative,0,1,0,259,100,966,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Partnered,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,26945
3.466666667,2.714285714,5.4,2.4,4,3,4,4,4,4,4,4,4,4,4,1.714285714,4,4,1.714285714,3.5,2,2.666666667,4,4.5,4,4,3.5,Narrative,0,1,0,260,100,967,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alabama,61513
3.266666667,2.857142857,3.6,2.8,3,2,2,4,3,3,2,4,3,1,2,2.857142857,3,3.5,3.142857143,3.333333333,3.4,3,4,4,3,2.5,3,Hybrid,0,0,1,261,100,968,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,31-40 years old,Married,4, ,Male,3, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Homemaker,Alabama,14343
4.533333333,3.571428571,4.6,4.2,4,4,4,4,2,3,3,2,4.5,3,3,1.285714286,4,4.5,2.142857143,3,3.8,3.166666667,3.8,3,4,4,4,Control,0,0,0,262,100,969,Male, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Indiana,30577
4.733333333,5,5.8,2.8,4,4,2,4,3,3,4,4,5,2,2,1.857142857,5,3.5,3.857142857,2.833333333,3.6,2.333333333,3.6,2.5,4.5,4.5,3.5,Hybrid,0,0,1,263,100,973,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male, , , ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)",Homemaker,Pennsylvania,35871
3.066666667,3.714285714,4.2,3.2,3,2,3,4,3,2,2,2,3,3.5,2.5,3.285714286,3,3,3.142857143,3,3.6,2.166666667,3.4,3,4,3,3,Fact,1,0,0,264,100,977,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),Florida,6068
4.266666667,4.857142857,5.6,3,1,1,3,2,2,2,3,2,1,1,1,3.857142857,3.5,3.5,3.857142857,2.666666667,2.8,2.666666667,2.8,3,3.5,3,3.5,Fact,1,0,0,265,100,981,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,21-30 years old,Partnered,2, , , , , ,"$40,000 - $49,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),Nebraska,14576
5,5,6,4.4,1,1,4,1,4,4,1,1,1,1,1,4.857142857,5,5,4.857142857,2,2.8,1.666666667,1.6,3.5,3,1,3,Control,0,0,0,267,100,995,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Separated,1, ,Male,1, , ,"$10,000 - $19,999","Some college, no degree",Unable to work,New Mexico,68901
3.466666667,2.285714286,6.8,1,4,2,4,4,3,4,5,2,5,1.5,1.5,1.571428571,3,5,2.857142857,4.5,4.4,2.666666667,4.8,5,4.5,3.5,4,Hybrid,0,0,1,266,100,995,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$80,000 - $89,999","Master's degree (e.g., MA, MS, MEd)",Self-employed,Florida,39126
3.466666667,5,5.8,2.2,4,1,2,4,4,4,4,5,4,1,1,1.714285714,3,5,3.428571429,2.5,4.2,3,4.2,5,5,1,5,Narrative,0,1,0,268,100,1001,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Very liberal,Democrats, ,21-30 years old,Married,3, ,Male,3, , ,"$90,000 - $99,999","Master's degree (e.g., MA, MS, MEd)",Employed part time (up to 30 hours per week),North Carolina,31295
4.466666667,4.714285714,6.6,5.6,5,4,3,4,3,4,5,4,4,4.5,4.5,1.714285714,5,4.5,1.428571429,2.5,3.8,2,4.2,4.5,4.5,5,4,Fact,1,0,0,269,100,1005,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,1, ,Female, ,1, ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Texas,59173
3.538461538,3.833333333,5.6,5.6,4,4,4,4,3,2,3,3,3.5,3.5,3,2.428571429,4,3,2.285714286,3,3.6,2.5,3.2,3.5,3.5,3,3.5,Narrative,0,1,0,270,100,1012,Male, ,Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Conservative,Democrats, ,21-30 years old,Married,1, ,Male, , , ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Self-employed,California,2789
3,3.714285714,6.4,3,4,2,4,4,3,4,3,2,4,3,3,2.285714286,4,4,3,2.833333333,3.8,2.5,4.6,5,5,3.5,4,Control,0,0,0,271,100,1013,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999",High school degree or equivalent (e.g. GED),Unable to work,Oklahoma,33599
3.6,4,6.8,4,2,2,3,3,3,3,2,2,3,3.5,3,2.714285714,4.5,5,3.285714286,2.5,3.4,2.666666667,4.4,2,4.5,4.5,4.5,Control,0,0,0,272,100,1014,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$40,000 - $49,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),New York,76099
3,3,7,1.6,3,3,4,4,2,2,5,3,4,1,1,2.142857143,3.5,3,3,3.666666667,3.8,3.666666667,3.8,4,4,3,4,Control,0,0,0,273,100,1022,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Other:,none,Conservative,Republicans, ,31-40 years old,Partnered,1, ,Male,1, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Oregon,15983
3.857142857,3.714285714,3,5,2,2,4,1,3,3,1,1,2,1,1,4.428571429,4.5,4.5,4.714285714,2.5,2.6,2.5,2.4,3,3,3,3,Fact,1,0,0,274,100,1028,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,2, ,Male,1, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Massachusetts,59399
2.666666667,3.285714286,4.8,1.8,4,4,4,4,2,2,4,4,4,4,4,2.142857143,3,4,2.142857143,3.666666667,3.6,3.666666667,3.2,3,4,3.5,4,Narrative,0,1,0,275,99,1030,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Washington,69219
4.333333333,4.428571429,5.2,2.8,4,2,2,3,2,3,3,2,3,3,3,2,3.5,3.5,2.857142857,3.5,3,3,3,3.5,4,2.5,3.5,Narrative,0,1,0,276,100,1031,Male, ,Hispanic or Latino or Spanish origin,Two or more, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,2, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Indiana,10959
2.733333333,2.285714286,4,4.4,4,2,3,4,3,4,2,3,3.5,2,3,2.714285714,3,2.5,2.142857143,2.666666667,2.8,3,3,3,1.5,3.5,2,Control,0,0,0,277,100,1037,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Other, , , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,75453
4.4,4.285714286,4.2,3.6,4,3,3,3,3,3,3,3,3.5,3.5,2.5,2.285714286,2.5,3.5,3.285714286,3.166666667,4.4,2.666666667,4,4,3.5,2.5,4,Hybrid,0,0,1,278,100,1037,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Atheist, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Male,1, , ,"More than $150,000","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Maryland,69084
4.733333333,4.714285714,4.2,2.8,1,1,4,1,4,4,3,1,3,1,1,2.857142857,2,4.5,5,3.5,3.2,2.833333333,1.8,4,3,1,3,Narrative,0,1,0,279,100,1039,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,21-30 years old,Separated,1, ,Female, ,1, ,"$50,000 - $59,999","Some college, no degree",Self-employed,California,65123
3.466666667,4,5.8,4.8,4,4,3,4,3,3,4,3,4,4,4,1.571428571,3.5,4.5,1.714285714,2.833333333,3.8,2.666666667,3.4,4.5,4.5,4.5,4.5,Fact,1,0,0,280,100,1040,Male, ,Hispanic or Latino or Spanish origin,Black or African American, ,Judaism, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Married,2, ,Male,1, , ,"$50,000 - $59,999","Professional degree (e.g., MD, DDS, DVM)",Employed full time (40 or more hours per week),Tennessee,89244
3.133333333,3.285714286,6.2,2,5,3,4,4,2,3,5,3,4.5,3.5,3,1.571428571,2.5,4.5,2.285714286,3.666666667,4.2,3.166666667,3.8,4,4.5,3.5,3.5,Narrative,0,1,0,281,100,1044,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Kentucky,46789
4.466666667,4.714285714,3.2,3.8,2,1,2,2,4,4,2,1,2,1,1,4.142857143,4,4,5,2.5,3,2,2.6,3,3.5,1.5,3,Narrative,0,1,0,282,100,1046,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"More than $150,000","Associate degree (e.g. AA, AS)",Employed full time (40 or more hours per week),Missouri,73303
2.866666667,4,5,2.6,2,2,3,4,4,4,1,2,3,2,2,4.142857143,4.5,4,4.571428571,2.5,2.6,2.166666667,3.4,2.5,3.5,2,3,Control,0,0,0,283,100,1061,Female, ,NOT Hispanic or Latino or Spanish origin,Other:,Bi-Racial,Other:,Christian,Neither liberal nor conservative,Independents, ,41-50 years old,Partnered,1, , , , , ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)", ,Virginia,52901
3.666666667,3.571428571,5,2.8,4,4,4,3,2,2,4,3,4,4,4,2,3,3,2.142857143,3.333333333,4.2,3.333333333,4.2,4.5,3.5,4,4,Narrative,0,1,0,284,100,1063,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Self-employed,Oregon,61018
4.333333333,3.571428571,5.4,3,2,3,2,4,2,3,2,3,3,3.5,4,2.857142857,2,3,3,2,3.4,3.4,4.2,5,4.5,3.5,4,Narrative,0,1,0,285,100,1064,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Other:,spiritualist new age,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,2, ,Female, ,2, ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),North Carolina,40572
3.2,2.285714286,6.8,1.2,4,4,4,4,2,2,5,5,5,3,1.5,1.142857143,2,4,2.714285714,4.166666667,4.6,3.666666667,4.2,4,4.5,2,4.5,Narrative,0,1,0,286,100,1064,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,41-50 years old,Partnered,1, ,Male,1, , ,"More than $150,000","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Texas,75827
3.6,3.428571429,5.2,4.6,3,2,4,4,3,2,3,3,3.5,4,3,2.571428571,3.5,3.5,2.142857143,2.5,3.6,2.666666667,3.4,3,4,3.5,4,Fact,1,0,0,287,100,1070,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Louisiana,90921
3.2,3.857142857,5,5.4,3,3,3,3,3,2,3,3,4,4,3.5,2.428571429,4,4,2.285714286,3.166666667,3.6,2.833333333,3.4,4.5,4,3.5,3.5,Narrative,0,1,0,288,100,1073,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Wisconsin,81977
1.866666667,2.714285714,7,1.4,4,2,4,2,2,3,4,2,4.5,1,1,2,2,3.5,4.714285714,4,4.6,2.833333333,3.2,4,4.5,1,3,Narrative,0,1,0,289,100,1076,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,31-40 years old,Partnered,1, ,Female, ,1, ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Self-employed,Florida,59253
3.8,3.428571429,5,4.4,3,3,3,4,3,3,2,2,2.5,2.5,3.5,2.857142857,4,4.5,2.285714286,2.5,3.6,3.166666667,3.8,3,4,3,4,Control,0,0,0,290,100,1080,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Islam, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Florida,35582
2.6,3,4.8,2.2,3,3,4,3,2,2,4,4,2,2,3,2.714285714,3,3.5,3.428571429,3.333333333,3.6,3.333333333,4,3,4,2.5,4,Fact,1,0,0,291,100,1082,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Liberal,Democrats, ,21-30 years old,Partnered,1, ,Male,1, , ,"$30,000 - $39,999",High school degree or equivalent (e.g. GED),Homemaker,Connecticut,98666
4.133333333,4.571428571,5.4,1.6,5,3,4,4,1,3,4,3,3.5,2,4,1.285714286,2,3.5,3.142857143,3.833333333,4.4,2.666666667,4,4,4.5,2,3.5,Fact,1,0,0,292,100,1084,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Republicans, ,21-30 years old,Married,1, ,Male, , , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,18022
4.4,4,6.2,1.2,3,1,2,4,2,4,4,2,5,1,1,1.428571429,2.5,4,4.285714286,3.666666667,4.6,2,4.2,5,3.5,1,3,Hybrid,0,0,1,293,100,1085,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Republicans, ,31-40 years old,Partnered,2, ,Female, , , ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)",Unemployed and currently looking for work,Wisconsin,39685
2.533333333,1.857142857,5.4,2,4,4,4,4,1,3,4,5,5,1.5,3,1,3,2.5,2.571428571,2.833333333,4.2,2.666666667,4.4,4.5,4.5,3,5,Hybrid,0,0,1,294,100,1087,Female, ,Hispanic or Latino or Spanish origin,Black or African American, ,Other:, ,Conservative,Republicans, ,31-40 years old,Separated,1, ,Other, , , ,"Less than $10,000",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),Texas,75219
3.933333333,3,3.8,2.8,4,2,3,2,2,2,3,3,4,2,2,2.285714286,3,3.5,3.428571429,3.333333333,3.8,3,2.8,3,3.5,2.5,3,Narrative,0,1,0,295,100,1089,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Neither liberal nor conservative,Republicans, ,31-40 years old,Partnered,1, ,Male,1, , ,"$10,000 - $19,999","Some college, no degree",Employed full time (40 or more hours per week),Arizona,84081
3.533333333,2.857142857,5.8,2.4,4,5,2,4,2,2,4,3,4,4.5,5,1.142857143,4.5,3.5,1,3.833333333,4.2,4,3.6,5,4.5,5,5,Fact,1,0,0,296,100,1089,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Liberal,Republicans, ,31-40 years old,Married,1, ,Female, ,1, ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Self-employed,California,24964
3.6,3.285714286,6,3.4,4,1,4,4,2,4,3,2,5,1,1,1.857142857,4.5,1,5,2.6,4.2,2,4.8,4,4,1,1,Fact,1,0,0,297,100,1094,Female, ,Hispanic or Latino or Spanish origin,Two or more, ,Agnostic, ,Very liberal,Independents, ,21-30 years old,Married,1, ,Female, ,1, ,"$20,000 - $29,999","Some college, no degree",Employed part time (up to 30 hours per week),Oklahoma,61871
3.4,3.285714286,4.2,4.2,3,3,3,3,3,3,3,2,2.5,2.5,2.5,3.571428571,3.5,2,3.285714286,3,3.6,2.333333333,3.4,3,2.5,2,3,Control,0,0,0,299,100,1096,Male, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Self-employed,Kansas,45342
3.866666667,4.714285714,5.2,3.4,2,2,1,2,3,3,2,2,2,2,2,3.857142857,3.5,3.5,4,2.333333333,2.4,2.166666667,2.4,4,3.5,4,3,Fact,1,0,0,298,99,1096,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Liberal,Independents, ,31-40 years old,Married,1, ,Male,1, , ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Texas,99169
2.533333333,2.428571429,5.4,1.8,2,3,3,4,3,2,1,2,2,3.5,4,3.714285714,3.5,4,2.857142857,2.5,3.6,2.833333333,3.8,2.5,3,3.5,3,Control,0,0,0,300,100,1098,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Republicans, ,21-30 years old,Partnered,1, ,Male, , , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,1319
3.866666667,3.142857143,6,1.8,4,4,4,4,2,3,4,3,5,5,4.5,1.428571429,3.5,3.5,1.571428571,3.666666667,4.6,3.833333333,4.8,4.5,5,4.5,4.5,Fact,1,0,0,301,100,1099,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Partnered,1, ,Male,1, , ,"$40,000 - $49,999","Some college, no degree",Employed part time (up to 30 hours per week),Florida,13015
3.533333333,3.285714286,5,5,3,3,4,3,4,4,3,4,3,3.5,2.5,3,4,4,2.285714286,2.5,3.4,2.833333333,3,3.5,3.5,3.5,4,Fact,1,0,0,302,100,1104,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,2, ,Male,2, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Virginia,25036
3.466666667,4.428571429,6.2,1.8,4,1,4,1,2,4,5,2,4,1,1,1.428571429,2.5,5,4.857142857,3.5,4.8,1.833333333,2,5,4.5,1.5,3,Fact,1,0,0,303,100,1110,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,4, ,Other, , ,4,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Texas,62116
4.666666667,4.714285714,6,2.4,2,1,4,2,4,4,3,2,2,2,2,3,3.5,2.5,4,2.5,4,2.666666667,3.4,4,4,3,4,Fact,1,0,0,304,100,1111,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,41-50 years old,Married,1, ,Female, ,1, ,"$20,000 - $29,999",High school degree or equivalent (e.g. GED),Unemployed and currently looking for work,Florida,66313
2.466666667,3.714285714,5.2,1.8,2,1,3,4,3,4,3,1,1,2,2,2.857142857,4,4,4.857142857,2.333333333,4.2,2.333333333,4.2,3.5,4,2,3,Control,0,0,0,306,100,1115,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Divorced,3, ,Female, ,2, ,"$20,000 - $29,999",High school degree or equivalent (e.g. GED),Employed full time (40 or more hours per week),Georgia,14536
4,3.285714286,4.4,3.4,2,2,2,2,2,2,2,2,3.5,2,2.5,3.142857143,4,3,3.142857143,3.166666667,3.8,3,4,3,3.5,3.5,3.5,Fact,1,0,0,307,100,1119,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Female, ,1, ,"$80,000 - $89,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Oregon,75851
